23.5, 1.0001649, 5 10, 13:29:13
23.2, 1.0001649, 5 10, 13:29:16
23.2, 0.99980026, 5 10, 13:29:19
23.5, 1.0001649, 5 10, 13:29:23
23.2, 1.0001649, 5 10, 13:29:26
23.8, 1.0001649, 5 10, 13:29:29
23.8, 1.0001649, 5 10, 13:29:32
23.2, 1.0001649, 5 10, 13:29:35
23.2, 1.0001649, 5 10, 13:29:39
23.2, 1.0001649, 5 10, 13:29:42
23.5, 0.99980026, 5 10, 13:29:45
23.5, 0.99980026, 5 10, 13:29:48
23.5, 1.0001649, 5 10, 13:29:51
23.2, 0.99980026, 5 10, 13:29:54
23.2, 0.99980026, 5 10, 13:29:58
23.5, 0.99980026, 5 10, 13:30:1
23.5, 0.99980026, 5 10, 13:30:4
23.5, 1.0001649, 5 10, 13:30:7
23.5, 0.99980026, 5 10, 13:30:10
23.5, 1.0001649, 5 10, 13:30:14
23.2, 0.99980026, 5 10, 13:30:17
23.2, 0.99943537, 5 10, 13:30:20
23.2, 0.99980026, 5 10, 13:30:23
23.2, 0.99980026, 5 10, 13:30:26
23.2, 0.99980026, 5 10, 13:30:29
23.8, 0.99943537, 5 10, 13:30:33
23.5, 0.99980026, 5 10, 13:30:36
23.2, 0.99980026, 5 10, 13:30:39
23.5, 0.99980026, 5 10, 13:30:42
23.5, 0.9990706, 5 10, 13:30:45
23.5, 0.9990706, 5 10, 13:30:49
23.8, 0.99943537, 5 10, 13:30:52
23.8, 0.99943537, 5 10, 13:30:55
23.2, 0.99980026, 5 10, 13:30:58
23.8, 0.99943537, 5 10, 13:31:1
23.2, 0.99943537, 5 10, 13:31:4
23.5, 0.99943537, 5 10, 13:31:8
23.5, 0.99943537, 5 10, 13:31:11
23.5, 0.99943537, 5 10, 13:31:14
23.5, 0.9990706, 5 10, 13:31:17
23.2, 0.99943537, 5 10, 13:31:20
23.5, 0.9990706, 5 10, 13:31:24
23.2, 0.9990706, 5 10, 13:31:27
23.5, 0.9990706, 5 10, 13:31:30
23.5, 0.99943537, 5 10, 13:31:33
23.2, 0.99943537, 5 10, 13:31:36
23.8, 0.9990706, 5 10, 13:31:39
23.5, 0.9990706, 5 10, 13:31:43
23.5, 0.9990706, 5 10, 13:31:46
23.5, 0.9990706, 5 10, 13:31:49
23.2, 0.9990706, 5 10, 13:31:52
23.2, 0.9990706, 5 10, 13:31:55
23.8, 0.9990706, 5 10, 13:31:59
23.2, 0.9990706, 5 10, 13:32:2
23.5, 0.9990706, 5 10, 13:32:5
23.5, 0.9990706, 5 10, 13:32:8
23.5, 0.9990706, 5 10, 13:32:11
23.5, 0.99943537, 5 10, 13:32:14
23.5, 0.99943537, 5 10, 13:32:18
23.5, 0.99943537, 5 10, 13:32:21
23.5, 0.9990706, 5 10, 13:32:24
23.5, 0.9990706, 5 10, 13:32:27
23.2, 0.9990706, 5 10, 13:32:30
23.5, 0.9990706, 5 10, 13:32:34
23.5, 0.99943537, 5 10, 13:32:37
23.8, 0.99943537, 5 10, 13:32:40
23.5, 0.99943537, 5 10, 13:32:43
23.2, 0.99980026, 5 10, 13:32:46
23.2, 0.99980026, 5 10, 13:32:49
23.2, 0.99980026, 5 10, 13:32:53
23.2, 0.99943537, 5 10, 13:32:56
22.8, 0.99943537, 5 10, 13:32:59
23.2, 0.99943537, 5 10, 13:33:2
23.2, 0.99943537, 5 10, 13:33:5
23.8, 0.99980026, 5 10, 13:33:9
23.5, 0.99980026, 5 10, 13:33:12
23.5, 0.99980026, 5 10, 13:33:15
23.5, 0.99980026, 5 10, 13:33:18
23.5, 0.99943537, 5 10, 13:33:21
23.2, 0.99943537, 5 10, 13:33:24
23.5, 0.99943537, 5 10, 13:33:28
23.5, 0.99943537, 5 10, 13:33:31
23.5, 0.99980026, 5 10, 13:33:34
23.5, 0.99943537, 5 10, 13:33:37
23.5, 0.99980026, 5 10, 13:33:40
23.5, 0.9990706, 5 10, 13:33:44
23.5, 0.99980026, 5 10, 13:33:47
23.5, 0.99943537, 5 10, 13:33:50
23.5, 0.99943537, 5 10, 13:33:53
23.2, 0.99943537, 5 10, 13:33:56
23.5, 0.99943537, 5 10, 13:33:59
23.2, 0.99943537, 5 10, 13:34:3
22.8, 0.99943537, 5 10, 13:34:6
23.2, 0.99943537, 5 10, 13:34:9
23.5, 0.99943537, 5 10, 13:34:12
23.2, 0.99943537, 5 10, 13:34:15
23.5, 0.9990706, 5 10, 13:34:19
23.5, 0.99980026, 5 10, 13:34:22
23.2, 0.99943537, 5 10, 13:34:25
23.5, 0.99943537, 5 10, 13:34:28
23.5, 0.9990706, 5 10, 13:34:31
23.5, 0.99943537, 5 10, 13:34:34
23.2, 0.99943537, 5 10, 13:34:38
23.5, 0.99943537, 5 10, 13:34:41
23.5, 0.99943537, 5 10, 13:34:44
23.2, 0.99943537, 5 10, 13:34:47
23.5, 0.9990706, 5 10, 13:34:50
23.5, 0.9990706, 5 10, 13:34:54
22.8, 0.99943537, 5 10, 13:34:57
23.2, 0.9990706, 5 10, 13:35:0
23.5, 0.9990706, 5 10, 13:35:3
23.2, 0.9990706, 5 10, 13:35:6
23.2, 0.9990706, 5 10, 13:35:9
23.5, 0.9990706, 5 10, 13:35:13
22.8, 0.99943537, 5 10, 13:35:16
23.2, 0.9990706, 5 10, 13:35:19
23.5, 0.9990706, 5 10, 13:35:22
23.5, 0.99943537, 5 10, 13:35:25
